껍질두께(1~3),내부중량,배꼽크기(1~3),질감(1~3),당도평균
2,68.93921257,2,2,10.52313445
2,69.32074539,2,2,10.74590063
2,102.7340649,1,1,9.642669979
3,48.27308825,2,3,9.510253658
3,62.0659851,1,3,10.50664605
2,71.10369831,3,3,8.312020838
1,36.77501022,3,2,12.63732668
3,110.6269569,3,3,6.527505973
1,53.87439943,3,1,11.82801441
1,17.31251514,3,3,9.966298105
1,32.471164,3,2,10.58283721
2,65.08658729,2,2,10.15458421
1,34.54873342,3,1,12.68607687
1,51.52600177,1,2,11.66613602
2,89.52765104,3,3,11.51596795
1,45.98688554,3,2,10.48722945
3,68.861954,3,2,7.8357037
2,64.19045448,2,2,11.98861751
2,85.6249689,3,2,7.724138883
2,89.37024205,1,1,11.38620706
3,71.78958706,2,3,9.094212137
2,64.3911174,1,2,9.673111456
3,56.14257691,3,2,10.33835046
1,78.00504045,3,2,9.187363328
1,59.11289877,2,1,11.28778248
2,90.64988607,3,3,8.20608498
1,79.44490313,2,2,11.87594383
2,97.32585714,1,3,10.03538913
1,55.85909383,3,1,9.991294921
2,46.79881291,1,1,10.68810398
2,60.08985665,2,2,10.18735687
3,35.88898045,2,3,11.69122445
2,74.84661638,1,1,10.06875357
1,102.8211724,1,3,12.05723625
1,71.72713457,2,1,11.72533996
3,59.89113649,2,2,11.02014115
2,27.34565594,3,3,9.451958444
3,72.54868036,2,1,10.96322562
2,64.39163037,3,2,10.62419085
1,80.1020015,3,1,9.58826043
1,63.88753541,3,1,9.082661855
2,72.15430865,2,2,10.12248852
2,27.07218832,2,3,9.141040773
2,45.49854039,3,1,9.840008006
2,49.29275475,2,1,12.882411
2,80.5265183,3,3,7.310809534
2,84.60217363,1,1,12.25828455
1,69.84132068,3,1,10.72895196
2,41.29978921,1,2,10.91930274
3,61.31969169,2,3,9.288923556
2,71.27619121,3,1,11.55395155
2,45.32848064,2,2,11.86559031
2,44.28572387,1,2,12.09485248
1,44.75754204,3,2,9.919822791
3,110.840574,1,2,10.23671021
3,95.60741553,3,3,7.921749906
2,39.94885697,2,1,11.41737233
3,61.81655901,3,1,9.49163381
1,63.26522574,2,2,10.363571
3,57.17151001,3,2,8.974520135
2,41.01115725,1,2,10.43707134
3,29.10935924,2,3,9.12376879
1,58.24753922,1,1,11.26124169
2,43.40630534,2,1,9.918046338
2,78.88153168,3,3,8.90345987
2,89.36784455,1,1,11.25789493
3,37.70381218,2,3,9.523961508
2,49.05710246,2,3,10.4918041
2,25.840191,1,2,9.266741059
2,68.6194424,2,2,11.09870959
2,47.06599371,1,1,10.64538841
1,74.31257176,3,3,11.42649926
1,43.2926927,2,1,11.08864764
2,49.36076006,2,1,10.33795454
1,60.59836847,3,1,11.45079884
1,97.61092334,2,2,10.77208794
2,84.22058238,2,1,11.47362241
1,53.12107489,3,3,9.583776336
1,7.734238027,3,1,10.49578453
2,17.87596536,3,1,11.85051805
1,61.53715096,3,2,11.21472579
3,86.63373778,1,2,9.877877895
1,84.79121985,1,1,13.04443875
3,46.17746181,2,2,11.32359895
1,42.03139672,3,2,9.870917027
1,79.65890473,2,2,13.78694647
3,47.42457716,2,3,10.34816673
1,55.85471171,2,1,10.34188852
2,91.69608225,2,2,12.03806874
1,19.92254339,3,2,10.39493196
2,102.2820727,1,1,12.33471116
2,23.25757504,3,1,10.13009367
1,59.39268938,2,1,10.91485055
2,102.9927026,1,1,11.88344471
2,103.3024124,1,1,12.05799554
2,50.00157267,3,1,13.48525818
3,50.64895585,2,3,10.61210242
1,53.17228267,3,1,12.72335983
2,88.77357318,2,3,9.799814558
3,72.35060055,3,3,7.19901775
2,87.33778471,3,2,10.68765702
2,31.99888549,2,2,11.10021234
3,104.6770736,1,3,9.766972208
3,62.58628599,2,2,9.992522612
1,66.04445571,3,2,8.952966283
2,73.016733,1,3,12.10423031
2,65.57993878,3,3,9.772471244
1,84.09425194,3,1,11.83706922
2,84.01418108,2,3,9.609177428
3,31.39980665,2,2,10.37120477
3,100.1791013,2,3,8.825745956
2,55.60909316,2,3,9.787840644
2,87.1059583,3,1,9.395563524
2,38.51819758,3,1,10.16250312
3,94.442518,3,1,10.72772255
3,36.20438136,2,2,11.49454733
1,71.62505985,3,1,9.662698933
2,36.77674185,2,1,11.2953474
1,47.7913438,3,2,9.915459927
3,85.89580414,3,2,7.383101169
2,28.91980212,2,3,9.285633411
1,90.9247086,2,1,9.984933594
2,18.96931707,1,2,10.58302435
1,36.69478699,1,1,10.56318146
2,40.74470123,3,2,10.22102857
2,46.73523792,1,2,11.07521996
1,67.98833724,2,3,10.90822713
1,79.41239315,3,2,11.53217889
1,103.9717142,2,3,11.74969116
3,123.2964735,3,3,6.148879919
2,89.49219728,1,1,12.00234211
2,39.24025124,3,3,12.06107782
1,66.49447601,2,1,10.75262511
2,59.52357925,1,2,10.66708536
2,49.12528023,2,2,10.51160205
1,45.7813686,2,2,11.69525279
1,50.34620799,2,2,9.557117524
2,56.1550383,1,1,10.67913669
2,74.24269766,2,3,11.04367215
2,79.93858359,2,2,12.18850982
2,30.17540699,2,3,9.831896426
2,59.34040409,1,1,10.38868792
3,43.40493698,2,2,11.33121852
1,37.07025303,3,3,9.442756696
2,48.31366706,2,2,13.24400641
2,42.3039072,2,2,12.93204131
2,39.58437813,1,3,10.42233994
3,119.1150441,1,2,9.710079283
2,72.99992448,1,2,11.60377705
1,22.85881097,3,2,10.46855705
1,29.94654125,1,1,11.50015446
1,68.86114032,1,1,10.19505149
2,48.2515814,2,2,8.14360453
1,48.86518456,1,2,12.23188346
2,58.04075941,1,1,11.08126256
2,103.1504454,2,2,8.598816837
1,95.46430257,1,3,11.38257232
1,79.6585629,3,1,10.21376492
2,48.08859389,3,1,12.25222909
2,82.1616601,3,3,10.26366423
2,46.80567478,1,1,10.8315319
2,94.85866812,1,3,11.52017213
3,97.02177358,3,3,8.85677592
1,35.26085486,3,1,10.23272481
2,46.90527454,2,1,11.26636432
1,60.02633175,3,1,10.41971413
1,38.64453105,3,1,11.21781435
2,53.93752536,2,2,11.43723516
2,40.84593359,2,2,12.92858501
2,45.54594743,1,1,9.74426293
2,40.86949041,2,1,10.31541516
2,76.53186153,1,3,10.33812325
3,40.30901306,3,3,11.30848189
1,57.27065122,2,3,10.01624866
2,105.6764135,1,1,11.93804789
2,57.88944327,1,1,11.47586782
2,116.8646297,2,1,10.30138776
1,68.81224703,1,2,11.38572456
2,55.27951062,2,2,9.58334051
2,98.17193194,2,2,9.672673239
2,60.88699896,2,2,11.5757652
2,36.14656301,3,2,13.69258293
3,75.28458603,2,2,9.695289174
2,105.8981858,2,3,7.142887887
1,7.39890282,3,1,10.77358154
1,45.62346338,1,1,9.190584508
1,80.48444819,2,1,11.10472948
3,53.45030856,1,2,11.32352977
1,44.38501186,2,1,10.77420194
2,54.70152537,3,2,10.73454327
2,89.92504299,1,2,9.826226987
3,48.6416003,1,2,12.54720879
1,60.50730945,2,1,11.08462955
3,70.07778195,2,3,8.990463918
2,53.50113169,2,2,12.16961312
1,68.24546239,2,1,9.792889194
1,90.27647442,3,1,9.805350277
2,61.43550725,1,2,11.07389246
2,84.99702455,2,3,10.1531963
1,68.03119621,1,2,12.54726635
1,95.39545531,2,2,11.3501999
3,61.54289488,2,1,9.877416764
2,62.51047848,2,2,13.26468055
1,60.47089818,3,1,9.776481157
2,25.17529075,3,2,13.27014364
2,102.3902065,1,2,9.151423016
2,66.94477412,3,2,11.86117388
2,36.90185866,2,1,11.54768524
2,72.93604175,1,1,9.879399705
2,27.81327257,2,2,12.13917978
1,35.17616404,1,1,10.66942428
2,33.60560797,3,1,11.23001584
2,69.49794553,2,2,10.91187643
2,19.77356471,2,1,10.34226827
3,37.71228183,2,2,10.76793285
2,111.2358559,1,2,10.10670462
2,50.24748352,2,3,11.14212569
2,33.91671865,2,3,11.18940821
1,70.79410819,3,1,11.57908938
1,52.57989104,3,2,10.22710633
1,44.30094821,2,2,11.20765888
1,53.42670689,1,1,10.89462036
1,27.26837961,3,2,10.72221203
2,46.61482616,2,2,12.16209142
2,50.42690182,2,3,10.46405814
1,29.28030153,3,2,10.87856172
2,57.68085801,1,2,11.23661968
2,64.74883632,3,2,11.05452754
1,77.39234023,3,1,11.09270116
1,45.3038682,3,2,10.94744292
2,51.01301391,3,2,11.28728419
1,42.50749753,3,1,11.2324258
1,52.82202138,3,1,10.16751879
2,65.13414229,3,3,9.97568993
2,76.88261604,1,3,11.23239857
3,59.61152376,2,3,12.40895678
2,46.80262911,3,2,10.20473954
2,47.84735303,3,2,11.19975733
2,72.9188337,3,3,9.548643377
2,64.97260335,3,1,10.3319638
1,71.7010938,2,2,10.5881933
3,46.77759835,3,3,9.496937288
1,34.66913393,1,2,10.57847855
2,71.6782474,1,1,12.6236795
2,56.55962064,3,2,11.35300337
1,63.21710834,3,3,9.138088088
2,42.49113551,3,1,10.46210331
1,67.28128921,2,2,12.45737804
1,67.56547797,3,1,10.34391034
2,31.29792191,2,1,9.317407352
2,99.91202336,2,1,10.11126111
1,81.26783317,1,3,11.75962724
1,63.4738115,3,1,10.32063351
2,79.65970748,3,1,11.11410076
1,98.79621177,1,1,12.73722999
1,83.63906058,3,1,9.174968956
2,98.79339949,1,1,12.39605364
2,52.83333556,2,3,9.55843756
3,93.05953768,2,3,7.373961781
3,39.6701842,2,3,10.440513
1,70.57155075,3,1,11.07280655
2,101.2565071,3,3,7.948035337
1,54.99924355,2,1,12.14349358
1,27.11191942,1,1,11.16559216
3,103.1229911,1,1,11.38415594
3,49.32133868,1,2,13.09820444
2,59.31299206,3,1,12.44773592
1,67.14206196,1,3,11.43956562
2,48.3431423,2,2,11.01406386
2,17.30779059,2,1,12.85603018
3,40.04766477,2,2,10.56685807
2,54.06497027,1,1,13.10778544
2,43.14888941,2,2,11.93264454
2,59.30673714,2,2,12.04500352
1,82.41836498,1,2,11.41653337
2,96.55846219,3,3,10.64723979
1,92.90432687,2,1,10.34828563
3,98.39005009,2,3,9.521977688
3,30.2013188,2,2,10.71559236
2,35.25075967,3,2,9.696159788
1,93.97176156,2,1,11.39334972
3,93.4268671,2,3,8.66165635
2,42.25853474,1,3,10.01057385
1,46.73407612,1,1,10.58031278
1,25.76670915,2,1,12.17624949
2,23.38002838,3,1,11.15598748
2,60.66395538,3,3,8.079097294
1,46.71919174,3,2,11.26978908
1,59.01060721,3,1,10.03449186
2,75.8524813,1,2,11.9903078
1,37.95357331,1,1,12.27287129
1,59.4384184,2,1,11.22833298
2,58.86475203,2,2,11.9043022
2,47.99727331,2,2,10.42245845
2,59.1457068,1,1,9.635520211
1,56.97439481,1,2,11.37542258
2,75.41768458,3,2,10.9118899
1,74.68069412,1,1,12.23175399
2,57.86141938,1,2,10.69991584
2,59.75848574,2,2,11.30858481
1,79.95924293,2,3,10.0229146
1,40.57879442,2,3,10.9172111
1,38.65723967,3,1,11.93277181
2,64.89986999,2,1,9.426794368
3,88.46887556,2,3,8.79179007
1,88.41215017,1,3,12.61485688
1,79.14197055,3,1,11.03140686
3,47.12125023,1,3,10.14253982
2,84.97960098,1,1,11.09641609
2,77.48704509,2,3,10.39487904
2,77.54966817,1,2,11.49177816
3,111.1827091,1,2,10.2691118
3,52.96873427,2,3,9.972706777
1,85.57487859,2,3,10.93754228
1,50.33133953,3,2,11.61692414
1,49.54166926,2,2,10.48975923
2,65.58293086,2,2,10.14019552
1,20.49264018,3,2,11.06237921
2,49.41468978,2,1,10.22074003
2,40.10848221,2,1,10.11780688
3,91.81472884,2,2,8.786555392
1,67.40550489,3,1,10.08619143
2,33.19483389,3,2,8.979558555
1,20.96465573,3,1,11.63057582
1,57.60021556,2,1,11.12875385
1,34.29057631,3,2,9.884104185
3,120.4143553,2,3,7.55178309
3,37.40048685,3,2,11.5390061
1,73.41514528,3,3,9.949332539
3,75.62523423,2,2,10.19456754
2,46.51154024,1,2,11.09684631
1,102.9120088,2,2,10.67652212
3,74.9722768,3,2,10.29874703
3,65.97279202,3,2,11.07234954
3,44.79111083,2,3,11.22236545
2,26.69970143,2,2,10.61298618
1,40.46837895,3,2,11.9391439
2,56.59108835,2,1,9.769167135
3,102.4463447,1,1,9.390867715
1,45.48751599,3,2,12.24203017
2,70.57439615,2,1,11.99652418
2,56.46120858,3,2,11.75865451
1,44.16864004,2,2,11.06123792
1,61.36223391,2,2,10.09538256
2,93.07225722,2,1,10.8579062
2,55.69989302,2,1,11.03333708
2,72.78847549,2,3,10.50102528
1,49.64069198,3,2,10.0408303
3,66.27833133,3,2,8.337089482
2,52.69229781,2,2,11.29511207
3,70.33751393,3,3,8.39419039
2,51.88516542,3,3,12.40857007
3,30.9304758,1,1,11.6397155
2,119.6702555,1,1,11.74127758
2,13.30982616,3,2,11.2774075
2,64.56654476,2,3,10.11474711
2,44.85300054,3,1,10.78841514
2,48.59290896,2,2,9.948898015
1,100.493916,2,1,11.04710259
1,109.2651894,2,2,12.07492741
2,25.73170773,2,2,13.84901559
2,35.02548225,2,1,11.18455112
2,42.37491185,1,1,10.81122647
2,31.92297686,3,3,10.09894424
1,16.6286853,3,1,11.01785816
1,35.60277434,3,2,9.20447085
1,52.35630766,1,1,10.63026166
1,70.57305205,2,1,10.46076487
2,63.98624757,1,2,8.303486829
2,82.27805949,1,3,9.420144485
3,48.77025324,1,2,11.12873219
2,62.23983318,3,3,8.870971578
1,64.78405211,3,1,11.79442595
3,37.58257428,2,3,9.016782214
2,59.42928151,2,3,8.545451468
2,64.47119109,2,3,8.843227426
1,81.82556648,3,1,10.0183741
2,56.5031945,2,2,12.13057511
1,47.52286598,3,1,10.59024718
1,45.7019417,3,1,9.975018565
2,34.53412742,3,3,10.59873688
2,63.49125614,1,1,12.43614139
2,78.96695886,2,3,9.511878143
2,83.78675275,2,2,8.733282627
2,61.29880395,3,2,11.35731807
2,44.04919531,2,2,8.539264726
2,52.88068771,2,3,11.38402895
2,27.55580647,3,1,9.679814517
2,41.11594566,1,3,9.611415429
1,89.31441128,1,3,11.55437461
3,79.19786544,3,2,8.150338035
3,39.17973808,1,2,12.5505176
1,102.8288292,2,2,10.81492465
2,52.85385444,2,1,10.33933105
2,57.95548881,3,3,8.703979135
1,40.00551038,3,3,9.894478742
1,79.01993129,1,2,12.56744837
2,78.56476541,3,3,10.41998027
2,73.67099024,3,3,9.784687562
1,56.6913757,3,2,9.961558432
1,85.01292753,1,3,10.72843816
2,49.47070781,2,2,9.895312753
3,63.1531047,1,3,10.33626914
2,52.29159664,2,1,12.09869301
1,50.65642833,1,2,10.26805147
3,62.43104695,2,3,10.45813957
1,60.33643299,3,2,9.039556753
2,69.13190845,3,2,11.43016044
2,30.34401045,2,2,10.61722662
2,80.45161428,3,2,8.905427135
2,30.58131721,2,1,11.77134885
2,43.59411438,1,3,9.574836759
2,48.22237249,3,2,12.45153274
3,32.77894876,1,3,10.88469998
2,42.19674615,2,2,10.56598815
2,97.37394871,2,3,10.48762721
1,83.8441544,1,3,12.09037473
1,22.07650317,3,1,10.57757585
2,60.07805684,3,1,11.42010124
3,78.38189713,1,2,10.26232306
1,39.79018999,1,1,11.89274231
2,38.95391682,2,2,10.29527353
1,47.14116394,2,2,11.45038448
2,29.0018715,2,3,9.845231451
3,32.16277432,2,3,10.68736264
2,65.55570969,1,2,9.938315399
2,68.98284659,1,2,10.18323281
1,53.3730955,1,2,12.6013192
2,84.18049315,3,2,11.15534114
1,96.16877709,1,3,12.29816393
1,79.10844222,3,1,12.5313466
3,58.77033179,2,3,8.305567257
2,69.22898236,3,2,11.69099919
2,72.92605357,2,3,10.94158572
1,48.67277701,3,1,11.04454765
2,61.69103826,1,2,12.18446745
2,36.49666578,2,2,10.76210596
3,92.12655475,3,2,9.305359505
2,81.16735665,2,2,11.98711276
1,50.6130384,2,1,11.03823454
1,68.13367083,3,1,12.08025491
2,56.94171874,1,1,10.37690746
2,49.9363493,2,2,10.44507323
1,29.32141409,3,1,10.97213095
1,63.29505683,2,1,8.47038496
2,59.56723797,2,2,10.30350961
2,57.0921317,2,2,9.517039727
2,98.81350244,1,1,10.437022
2,48.62851712,2,2,12.34420322
2,35.90722533,2,3,9.428913177
